locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNONLJBP_02992	CDS	1809				hypothetical protein
MNONLJBP_02993	CDS	1578	ffh		COG0541	Signal recognition particle protein
MNONLJBP_02994	CDS	1128			COG1228	putative protein
MNONLJBP_02995	CDS	1758	pknI	2.7.11.1		Serine/threonine-protein kinase PknI
MNONLJBP_02996	CDS	1797			COG3653	putative protein
MNONLJBP_02997	CDS	588				putative HTH-type transcriptional regulator
MNONLJBP_02998	CDS	876	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
MNONLJBP_02999	CDS	420				putative protein
MNONLJBP_03000	CDS	489	rpsP		COG0228	30S ribosomal protein S16
MNONLJBP_03001	CDS	243				hypothetical protein
MNONLJBP_03002	CDS	531	rimM		COG0806	Ribosome maturation factor RimM
MNONLJBP_03003	CDS	693	trmD_1	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MNONLJBP_03004	CDS	945	lppW			Putative lipoprotein LppW
MNONLJBP_03005	CDS	342	rplS		COG0335	50S ribosomal protein L19
MNONLJBP_03006	CDS	885	lepB_1	3.4.21.89	COG0681	Signal peptidase I
MNONLJBP_03007	CDS	795	rnhB_1	3.1.26.4	COG0164	Ribonuclease HII
MNONLJBP_03008	CDS	420				hypothetical protein
MNONLJBP_03009	CDS	2340		1.-.-.-	COG0243	putative oxidoreductase
MNONLJBP_03010	CDS	831	fdhD		COG1526	Sulfur carrier protein FdhD
MNONLJBP_03011	CDS	387				hypothetical protein
MNONLJBP_03012	CDS	1512	comM		COG0606	Competence protein ComM
MNONLJBP_03013	CDS	1170	dprA		COG0758	Putative DNA processing protein DprA
MNONLJBP_03014	CDS	852			COG2375	putative protein
MNONLJBP_03015	CDS	948	xerC_2		COG0582	Tyrosine recombinase XerC
MNONLJBP_03016	CDS	978	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
MNONLJBP_03017	CDS	144				hypothetical protein
MNONLJBP_03018	CDS	1227				hypothetical protein
MNONLJBP_03019	CDS	621				hypothetical protein
MNONLJBP_03020	CDS	864	rpsB		COG0052	30S ribosomal protein S2
MNONLJBP_03021	CDS	816	tsf		COG0264	Elongation factor Ts
MNONLJBP_03022	CDS	1422	amiC	3.5.1.4	COG0154	Putative amidase AmiC
MNONLJBP_03023	CDS	420			COG1846	putative HTH-type transcriptional regulator
MNONLJBP_03024	CDS	588			COG2452	putative protein
MNONLJBP_03025	CDS	924				hypothetical protein
MNONLJBP_03026	CDS	426				IS607 family transposase IS1539
MNONLJBP_03027	CDS	702				hypothetical protein
MNONLJBP_03028	CDS	786	pyrH	2.7.4.22	COG0528	Uridylate kinase
MNONLJBP_03029	CDS	627	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
MNONLJBP_03030	tRNA	77				tRNA-Leu(caa)
MNONLJBP_03031	CDS	1257	cya	4.6.1.1	COG2114	Adenylate cyclase
MNONLJBP_03032	CDS	570				hypothetical protein
MNONLJBP_03033	CDS	1458	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
MNONLJBP_03034	CDS	1041	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
MNONLJBP_03035	CDS	1584	cydD		COG4988	ATP-binding/permease protein CydD
MNONLJBP_03036	CDS	1731			COG1132	putative ABC transporter ATP-binding/permease protein
MNONLJBP_03037	CDS	1455	lysX_1		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
MNONLJBP_03038	CDS	921	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
MNONLJBP_03039	CDS	1419	pyk_1	2.7.1.40	COG0469	Pyruvate kinase
MNONLJBP_03040	CDS	399				hypothetical protein
MNONLJBP_03041	CDS	396				hypothetical protein
MNONLJBP_03042	CDS	1410	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MNONLJBP_03043	CDS	813	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MNONLJBP_03044	CDS	1266	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MNONLJBP_03045	CDS	819	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
MNONLJBP_03046	CDS	660				hypothetical protein
MNONLJBP_03047	CDS	1551	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MNONLJBP_03048	CDS	465	bcpB	1.11.1.15	COG1225	Putative peroxiredoxin
MNONLJBP_03049	CDS	1083	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
MNONLJBP_03050	CDS	348	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
MNONLJBP_03051	CDS	804	hisF_1	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
MNONLJBP_03052	CDS	813	impA	3.1.3.25	COG0483	putative inositol 1-monophosphatase ImpA
MNONLJBP_03053	CDS	735	priA_2	5.3.1.16	COG0106	Phosphoribosyl isomerase A
MNONLJBP_03054	CDS	621	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
MNONLJBP_03055	CDS	633	hisB_3	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
MNONLJBP_03056	CDS	1143	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
MNONLJBP_03057	CDS	1335	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
MNONLJBP_03058	CDS	411				hypothetical protein
MNONLJBP_03059	CDS	759				hypothetical protein
MNONLJBP_03060	CDS	858	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
MNONLJBP_03061	CDS	1587	nadB_1	1.4.3.16	COG0029	L-aspartate oxidase
MNONLJBP_03062	CDS	1050	nadA	2.5.1.72	COG0379	Quinolinate synthase A
MNONLJBP_03063	CDS	711				hypothetical protein
MNONLJBP_03064	CDS	1341				putative inactive lipase
MNONLJBP_03065	CDS	666				putative protein
MNONLJBP_03066	CDS	240				putative protein
MNONLJBP_03067	CDS	1098	bioB	2.8.1.6	COG0502	Biotin synthase
MNONLJBP_03068	CDS	183	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
MNONLJBP_03069	CDS	312				hypothetical protein
MNONLJBP_03070	CDS	927				hypothetical protein
MNONLJBP_03071	CDS	585			COG2452	putative protein
MNONLJBP_03072	CDS	744				IS607 family transposase IS1536
MNONLJBP_03073	CDS	471				hypothetical protein
MNONLJBP_03074	CDS	246			COG4423	Antitoxin VapB28
MNONLJBP_03075	CDS	402		3.1.-.-	COG3742	Ribonuclease VapC28
MNONLJBP_03076	CDS	198				putative proteinB
MNONLJBP_03077	CDS	1158				hypothetical protein
MNONLJBP_03078	CDS	222				hypothetical protein
MNONLJBP_03079	CDS	549				hypothetical protein
MNONLJBP_03080	CDS	2568				hypothetical protein
MNONLJBP_03081	CDS	750				hypothetical protein
MNONLJBP_03082	CDS	240				hypothetical protein
MNONLJBP_03083	CDS	228				Putative antitoxin VapB29
MNONLJBP_03084	CDS	402		3.1.-.-	COG1848	Ribonuclease VapC29
MNONLJBP_03085	CDS	696				hypothetical protein
MNONLJBP_03086	CDS	471	galT_1	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
MNONLJBP_03087	CDS	1092	galK	2.7.1.6	COG0153	Galactokinase
MNONLJBP_03088	CDS	345				hypothetical protein
MNONLJBP_03089	CDS	960				hypothetical protein
MNONLJBP_03090	CDS	948				hypothetical protein
MNONLJBP_03091	CDS	255			COG4423	Antitoxin VapB30
MNONLJBP_03092	CDS	396		3.1.-.-	COG3742	Ribonuclease VapC30
MNONLJBP_03093	CDS	693			COG0398	TVP38/TMEM64 family membrane protein
MNONLJBP_03094	CDS	261	vapB5		COG4118	Putative antitoxin VapB5
MNONLJBP_03095	CDS	408	vapC5_2	3.1.-.-	COG1487	Ribonuclease VapC5
MNONLJBP_03096	CDS	1152			COG4398	putative protein
MNONLJBP_03097	CDS	1728	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
MNONLJBP_03098	CDS	3285	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
MNONLJBP_03099	CDS	3294	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
MNONLJBP_03100	CDS	696	caiD_5	4.2.1.149		Carnitinyl-CoA dehydratase
MNONLJBP_03101	CDS	861				hypothetical protein
MNONLJBP_03102	CDS	714	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
MNONLJBP_03103	CDS	213			COG5450	putative proteinA
MNONLJBP_03104	tRNA	74				tRNA-Thr(ggt)
MNONLJBP_03105	tRNA	75				tRNA-Met(cat)
MNONLJBP_03106	CDS	168	rpmG2_1		COG0267	50S ribosomal protein L33 2
MNONLJBP_03107	CDS	477				hypothetical protein
MNONLJBP_03108	CDS	429				hypothetical protein
MNONLJBP_03109	CDS	501				hypothetical protein
MNONLJBP_03110	tRNA	74				tRNA-Trp(cca)
MNONLJBP_03111	CDS	486	secE			Protein translocase subunit SecE
MNONLJBP_03112	CDS	717	nusG		COG0250	Transcription termination/antitermination protein NusG
MNONLJBP_03113	CDS	429	rplK_1		COG0080	50S ribosomal protein L11
MNONLJBP_03114	CDS	708	rplA		COG0081	50S ribosomal protein L1
MNONLJBP_03115	CDS	303				hypothetical protein
MNONLJBP_03116	CDS	255				hypothetical protein
MNONLJBP_03117	CDS	234				hypothetical protein
MNONLJBP_03118	CDS	159				hypothetical protein
MNONLJBP_03119	CDS	1128			COG0582	Putative prophage phiRv2 integrase
MNONLJBP_03120	CDS	366				putative protein
MNONLJBP_03121	CDS	261				hypothetical protein
MNONLJBP_03122	CDS	393				hypothetical protein
MNONLJBP_03123	CDS	1428				hypothetical protein
MNONLJBP_03124	CDS	246				Antitoxin
MNONLJBP_03125	CDS	324				Toxin
MNONLJBP_03126	CDS	501				hypothetical protein
MNONLJBP_03127	CDS	480				hypothetical protein
MNONLJBP_03128	CDS	1440				hypothetical protein
MNONLJBP_03129	CDS	201				hypothetical protein
MNONLJBP_03130	CDS	369				hypothetical protein
MNONLJBP_03131	CDS	999	xerC_3			Tyrosine recombinase XerC
MNONLJBP_03132	CDS	432				putative protein
MNONLJBP_03133	tRNA	75				tRNA-Val(gac)
MNONLJBP_03134	tRNA	74				tRNA-Cys(gca)
MNONLJBP_03135	tRNA	74				tRNA-Gly(gcc)
MNONLJBP_03136	tRNA	73				tRNA-Val(cac)
MNONLJBP_03137	CDS	192	mazE			Antitoxin MazE
MNONLJBP_03138	CDS	1497	arsC	1.20.4.4		Arsenate reductase
MNONLJBP_03139	CDS	381	arsR1		COG0640	Arsenic resistance transcriptional regulator ArsR1
MNONLJBP_03140	CDS	459	cadI		COG0346	Cadmium-induced protein CadI
MNONLJBP_03141	CDS	360				hypothetical protein
MNONLJBP_03142	CDS	333				hypothetical protein
MNONLJBP_03143	CDS	447				hypothetical protein
MNONLJBP_03144	CDS	657			COG0586	putative membrane protein
MNONLJBP_03145	CDS	630		2.7.1.-	COG3896	Putative O-phosphotransferase
MNONLJBP_03146	CDS	2337				hypothetical protein
MNONLJBP_03147	CDS	255				hypothetical protein
MNONLJBP_03148	CDS	486				putative protein
MNONLJBP_03149	CDS	282				putative protein
MNONLJBP_03150	CDS	1299	rtcB	6.5.1.-		RNA-splicing ligase RtcB
MNONLJBP_03151	CDS	393			COG1371	putative protein archease
MNONLJBP_03152	CDS	1125				putative protein
MNONLJBP_03153	CDS	255				Putative uncharacterized protein
MNONLJBP_03154	CDS	1242				putative protein
MNONLJBP_03155	CDS	432	hrp1		COG0517	Hypoxic response protein 1
MNONLJBP_03156	CDS	1182	rip3		COG0517	Putative zinc metalloprotease Rip3
MNONLJBP_03157	CDS	795				Universal stress protein
MNONLJBP_03158	CDS	894			COG0589	Universal stress protein
MNONLJBP_03159	CDS	822				hypothetical protein
MNONLJBP_03160	CDS	675				hypothetical protein
MNONLJBP_03161	CDS	426				hypothetical protein
MNONLJBP_03162	CDS	354				hypothetical protein
MNONLJBP_03163	CDS	729				hypothetical protein
MNONLJBP_03164	CDS	441				hypothetical protein
MNONLJBP_03165	CDS	501				hypothetical protein
MNONLJBP_03166	tRNA	83				tRNA-Ala(ggc)
MNONLJBP_03167	CDS	654				hypothetical protein
MNONLJBP_03168	CDS	645				hypothetical protein
MNONLJBP_03169	CDS	357				hypothetical protein
MNONLJBP_03170	CDS	747				hypothetical protein
MNONLJBP_03171	CDS	1029				hypothetical protein
MNONLJBP_03172	CDS	771	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
MNONLJBP_03173	CDS	813	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MNONLJBP_03174	CDS	861	pip_1	3.4.11.5		Proline iminopeptidase
MNONLJBP_03175	CDS	1329				hypothetical protein
MNONLJBP_03176	CDS	1005	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
MNONLJBP_03177	CDS	651	narL		COG2197	putative transcriptional regulatory protein NarL
MNONLJBP_03178	CDS	1278	narS	2.7.13.3	COG4585	putative sensor histidine kinase NarS
MNONLJBP_03179	CDS	1515	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
MNONLJBP_03180	CDS	417	lpqS			Lipoprotein LpqS
MNONLJBP_03181	CDS	1215	cysK2	2.5.1.-	COG0031	S-sulfocysteine synthase
MNONLJBP_03182	CDS	1260	mdtH			Multidrug resistance protein MdtH
MNONLJBP_03183	CDS	333				hypothetical protein
MNONLJBP_03184	CDS	828	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
MNONLJBP_03185	CDS	735				hypothetical protein
MNONLJBP_03186	CDS	1683	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
MNONLJBP_03187	CDS	444				hypothetical protein
MNONLJBP_03188	CDS	1080	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MNONLJBP_03189	CDS	405				hypothetical protein
MNONLJBP_03190	CDS	474				hypothetical protein
MNONLJBP_03191	CDS	1194	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
MNONLJBP_03192	CDS	1212	fadA_3	2.3.1.-	COG0183	Putative acyltransferase
MNONLJBP_03193	CDS	2163	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
MNONLJBP_03194	CDS	1650				hypothetical protein
MNONLJBP_03195	CDS	2271				hypothetical protein
MNONLJBP_03196	CDS	234				hypothetical protein
MNONLJBP_03197	CDS	504	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
MNONLJBP_03198	CDS	483	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
MNONLJBP_03199	CDS	426	moaE2_2	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
MNONLJBP_03200	CDS	627	rpfA	3.-.-.-		Resuscitation-promoting factor RpfA
MNONLJBP_03201	CDS	2187	pks1_2			Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1
MNONLJBP_03202	CDS	4809		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
MNONLJBP_03203	CDS	1533	pks1_3			Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1
MNONLJBP_03204	CDS	3054		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
MNONLJBP_03205	CDS	1062		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
MNONLJBP_03206	CDS	1311		1.14.-.-	COG2124	Putative cytochrome P450 139
MNONLJBP_03207	CDS	1776	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
MNONLJBP_03208	CDS	348				hypothetical protein
MNONLJBP_03209	CDS	441				hypothetical protein
MNONLJBP_03210	CDS	1332	ttuB			Putative tartrate transporter
MNONLJBP_03211	CDS	933			COG1305	putative protein
MNONLJBP_03212	CDS	657				hypothetical protein
MNONLJBP_03213	CDS	147				hypothetical protein
MNONLJBP_03214	CDS	735	cmr		COG0664	HTH-type transcriptional regulator Cmr
MNONLJBP_03215	CDS	546				hypothetical protein
MNONLJBP_03216	CDS	549	resA_1			Thiol-disulfide oxidoreductase ResA
MNONLJBP_03217	CDS	909				hypothetical protein
MNONLJBP_03218	CDS	1122	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MNONLJBP_03219	CDS	825				hypothetical protein
MNONLJBP_03220	CDS	996	moaA_2			GTP 3',8-cyclase
MNONLJBP_03221	CDS	849				hypothetical protein
MNONLJBP_03222	CDS	2997	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
MNONLJBP_03223	CDS	225				hypothetical protein
MNONLJBP_03224	CDS	624				hypothetical protein
MNONLJBP_03225	CDS	681				hypothetical protein
MNONLJBP_03226	CDS	768	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
MNONLJBP_03227	CDS	612		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
MNONLJBP_03228	CDS	1266	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
MNONLJBP_03229	CDS	1503	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
MNONLJBP_03230	CDS	165				hypothetical protein
MNONLJBP_03231	CDS	324			COG1695	Transcriptional regulator
MNONLJBP_03232	CDS	1122	aes_4	3.1.1.-		Acetyl esterase
MNONLJBP_03233	CDS	492			COG2259	putative membrane protein
MNONLJBP_03234	CDS	945				hypothetical protein
MNONLJBP_03235	CDS	1539	lcpA_2		COG1316	Cell wall biosynthesis protein LcpA
MNONLJBP_03236	CDS	663				hypothetical protein
MNONLJBP_03237	CDS	606				hypothetical protein
MNONLJBP_03238	CDS	690				hypothetical protein
MNONLJBP_03239	CDS	1494		2.3.1.20		Putative diacyglycerol O-acyltransferase
MNONLJBP_03240	CDS	3249				putative membrane protein
MNONLJBP_03241	CDS	1182				PPE family protein PPE18
MNONLJBP_03242	CDS	297				PE family protein PE13
MNONLJBP_03243	CDS	1350	kgtP			Alpha-ketoglutarate permease
MNONLJBP_03244	CDS	903	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MNONLJBP_03245	CDS	507				hypothetical protein
MNONLJBP_03246	CDS	390				hypothetical protein
MNONLJBP_03247	CDS	1674	ilvB2	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvB2
MNONLJBP_03248	CDS	1011		4.1.3.39		4-hydroxy-2-oxovalerate aldolase
MNONLJBP_03249	CDS	1095	fcl_2	1.1.1.271		GDP-L-fucose synthase
MNONLJBP_03250	CDS	411				hypothetical protein
MNONLJBP_03251	CDS	882				hypothetical protein
MNONLJBP_03252	CDS	1422				hypothetical protein
MNONLJBP_03253	CDS	513				hypothetical protein
MNONLJBP_03254	CDS	471				hypothetical protein
MNONLJBP_03255	CDS	315				hypothetical protein
MNONLJBP_03256	CDS	273				hypothetical protein
MNONLJBP_03257	CDS	396				hypothetical protein
MNONLJBP_03258	CDS	216				hypothetical protein
MNONLJBP_03259	CDS	1416				hypothetical protein
MNONLJBP_03260	CDS	399				hypothetical protein
MNONLJBP_03261	CDS	222				hypothetical protein
MNONLJBP_03262	CDS	516				hypothetical protein
MNONLJBP_03263	CDS	1392				hypothetical protein
MNONLJBP_03264	CDS	4185		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
MNONLJBP_03265	CDS	1062		2.3.1.-	COG3424	Polyketide synthase-like Pks10
MNONLJBP_03266	CDS	1413	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MNONLJBP_03267	CDS	1197	argG_1	6.3.4.5	COG0137	Argininosuccinate synthase
MNONLJBP_03268	CDS	513	argR_1		COG1438	Arginine repressor
MNONLJBP_03269	CDS	924	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
MNONLJBP_03270	CDS	1203	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
MNONLJBP_03271	CDS	885	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MNONLJBP_03272	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
MNONLJBP_03273	CDS	1059	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MNONLJBP_03274	tRNA	93				tRNA-Pro(ggg)
MNONLJBP_03275	CDS	2496	pheT_1	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MNONLJBP_03276	CDS	1059	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MNONLJBP_03277	CDS	807				hypothetical protein
MNONLJBP_03278	CDS	951				hypothetical protein
MNONLJBP_03279	CDS	933				hypothetical protein
MNONLJBP_03280	CDS	1056				hypothetical protein
MNONLJBP_03281	CDS	783	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
MNONLJBP_03282	CDS	390	rplT_1		COG0292	50S ribosomal protein L20
MNONLJBP_03283	CDS	195	rpmI		COG0291	50S ribosomal protein L35
MNONLJBP_03284	CDS	522	infC		COG0290	Translation initiation factor IF-3
MNONLJBP_03285	CDS	3336	lysX_2		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
MNONLJBP_03286	CDS	420				hypothetical protein
MNONLJBP_03287	CDS	246				hypothetical protein
MNONLJBP_03288	CDS	696				hypothetical protein
MNONLJBP_03289	CDS	294	mmpS3_2			putative transport accessory protein MmpS3
MNONLJBP_03290	CDS	363				hypothetical protein
MNONLJBP_03291	CDS	288				hypothetical protein
MNONLJBP_03292	CDS	687	betI_3			HTH-type transcriptional regulator BetI
MNONLJBP_03293	CDS	987				hypothetical protein
MNONLJBP_03294	CDS	1179	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
MNONLJBP_03295	CDS	879				hypothetical protein
MNONLJBP_03296	CDS	306	atl		COG3695	DNA base-flipping protein
MNONLJBP_03297	CDS	786	lipV	3.1.1.1		Lipase LipV
MNONLJBP_03298	CDS	210				putative proteinA
MNONLJBP_03299	CDS	3168	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
MNONLJBP_03300	CDS	3306	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
MNONLJBP_03301	CDS	1068	kefC			Glutathione-regulated potassium-efflux system protein KefC
MNONLJBP_03302	CDS	942	nudC	3.6.1.22		NADH pyrophosphatase
MNONLJBP_03303	CDS	255		1.-.-.-	COG0695	Putative glutaredoxin.1
MNONLJBP_03304	CDS	2112	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
MNONLJBP_03305	CDS	123				hypothetical protein
MNONLJBP_03306	CDS	291	whiB7			putative transcriptional regulator WhiB7
MNONLJBP_03307	CDS	1344	ubiB	2.7.-.-		protein kinase UbiB
MNONLJBP_03308	CDS	174				hypothetical protein
MNONLJBP_03309	CDS	825				hypothetical protein
MNONLJBP_03310	CDS	1401				hypothetical protein
MNONLJBP_03311	CDS	999	ylbL		COG3480	putative protein YlbL
MNONLJBP_03312	CDS	2979				hypothetical protein
MNONLJBP_03313	CDS	465				hypothetical protein
MNONLJBP_03314	tRNA	77				tRNA-Met(cat)
MNONLJBP_03315	CDS	843	rplB_1		COG0090	50S ribosomal protein L2
MNONLJBP_03316	CDS	282	rpsS		COG0185	30S ribosomal protein S19
MNONLJBP_03317	CDS	594	rplV_1		COG0091	50S ribosomal protein L22
MNONLJBP_03318	CDS	825	rpsC		COG0092	30S ribosomal protein S3
MNONLJBP_03319	CDS	417	rplP		COG0197	50S ribosomal protein L16
MNONLJBP_03320	CDS	234	rpmC		COG0255	50S ribosomal protein L29
MNONLJBP_03321	CDS	408	rpsQ_1		COG0186	30S ribosomal protein S17
MNONLJBP_03322	CDS	2364				hypothetical protein
MNONLJBP_03323	CDS	900		1.8.3.7	COG1262	Formylglycine-generating enzyme
MNONLJBP_03324	CDS	861				hypothetical protein
MNONLJBP_03325	CDS	369	rplN		COG0093	50S ribosomal protein L14
MNONLJBP_03326	CDS	318	rplX		COG0198	50S ribosomal protein L24
MNONLJBP_03327	CDS	564	rplE_1		COG0094	50S ribosomal protein L5
MNONLJBP_03328	CDS	186	rpsZ_1		COG0199	30S ribosomal protein S14 type Z
MNONLJBP_03329	CDS	399	rpsH_1		COG0096	30S ribosomal protein S8
MNONLJBP_03330	CDS	540	rplF		COG0097	50S ribosomal protein L6
MNONLJBP_03331	CDS	369	rplR_1		COG0256	50S ribosomal protein L18
MNONLJBP_03332	CDS	663	rpsE		COG0098	30S ribosomal protein S5
MNONLJBP_03333	CDS	198	rpmD		COG1841	50S ribosomal protein L30
MNONLJBP_03334	CDS	441	rplO_1		COG0200	50S ribosomal protein L15
MNONLJBP_03335	CDS	1803	sppA	3.4.21.-	COG0616	Protease 4
MNONLJBP_03336	CDS	906				hypothetical protein
MNONLJBP_03337	CDS	1227		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
MNONLJBP_03338	CDS	657	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
MNONLJBP_03339	CDS	957	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
MNONLJBP_03340	CDS	1356	xylB	2.7.1.17	COG1070	Xylulose kinase
MNONLJBP_03341	CDS	729				hypothetical protein
MNONLJBP_03342	CDS	957		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
MNONLJBP_03343	CDS	1326	secY_1		COG0201	Protein translocase subunit SecY
MNONLJBP_03344	CDS	546	adk	2.7.4.3	COG0563	Adenylate kinase
MNONLJBP_03345	CDS	801	map-1	3.4.11.18	COG0024	Methionine aminopeptidase 1
MNONLJBP_03346	CDS	534	sigL		COG1595	ECF RNA polymerase sigma factor SigL
MNONLJBP_03347	CDS	753	rslA		COG5662	Anti-sigma-L factor RslA
